text,binary_label,multiclass_label
Im tired of degenerate ass white fucks like him always getting a platform to tear great black ppl down. Kyrie has donated to hundreds of families &amp; organizations mf u review pizza for a living https://t.co/FumxC9KKgd,cyberbullying,ethnicity/race
"@DannyRMilligan @stephsweb @RonFilipkowski And you are a religious nutjob, so hmm all the jews, muslims, Buddhists, Hindus plus all the followers of the multitude of other beliefs and non-beliefs all are damned to some unknown horrific fate! Oh the love of christianity!",cyberbullying,religion
i’ll never let a nigga think he can play me bitch im smart asf wdh,cyberbullying,ethnicity/race
my mom saw what i was eating for dinner (275 cals btw) and gave me that look where shes like “damn bitch u eat a lot” so im gna fast tmr,cyberbullying,gender/sexual
@arxram808 bitch u lying omg,cyberbullying,gender/sexual
This nigga Lamar doing a lil bit too much on BMF 😂😂😂 this Nigga think he Michael myeMyersd shit 😂,cyberbullying,ethnicity/race
Nice work. Ignorance is bliss and this country is overloaded with lefty idiots. Do the maths: 25 million people. No guns. China hates us and Indonesia of 75 million Muslims on the doorstep. China can parachute enough army to take us over in hours. Would feel safer if you F.O.,cyberbullying,religion
"This guy is an idiot. What kind religious freedom makes you praise gods of other religion(s) to prove your peacefulness? That won't bring peace and unity, but more radicalisation. Right, I haven't seen muslims forcing others (it's strongly condemned), it's actually vice versa!",cyberbullying,religion
This nigga nasty with it omg he beating everybody ass😭😭,cyberbullying,ethnicity/race
Nah fuck that bitch I'm finna eat frosted flakes now,cyberbullying,gender/sexual
"My friend @RCortKirkwood is right.  Large-scale Islamic immigration is suicidal.   The call to jihad is always there, and it not be heard until the 3rd or 4th generation. https://t.co/fkryIwPoat",cyberbullying,religion
"There are some idiots in every religion. We should not associate an entire population with what they do. I do not think all muslims drink camel urine, I expect the same from you. But you have proved you're a racist long ago so lets stop this right here.",cyberbullying,religion
@MuqtedarKhan @nytimes The jihadis abba voted for pakistan and stayed back and created one inside India for fact(more than 92 % people voted for pakistan and how the hell today there are more muslims in India than Pakistan dogli kaum),cyberbullying,religion
"“voices in my head ….. all i can hear them say is everyone wants me dead , bitch im already dead i’ve been dead for years """,cyberbullying,gender/sexual
"Fastest growing religion? 'muslims' in Islamic countries are leaving Islam by the thousands. Turkey, Iran and Saudi are the prime Examples. Pakistan too is seeing a steady growth in non believers. For every idiot that you brainwash into accepting Islam, 2 people leave your cult.",cyberbullying,religion
First you said we are waiting for court orders suddenly when courts ordered against your wish you idiots said we don't believe in courts and we are saying Hindu Muslim Bhai bhai according to you only Hindu who convert into Muslim is bhai rest are enemies.,cyberbullying,religion
"They say its always us muslims but- #Uyghurs in China- Israel destroying #Palestine - Burma Muslim in India- war in #Yemen, #Iraq and #Afghanistan And the list goes on.#humanity #prayfortheworld #FreePalestine #freeafghanistan #FreeUyghurs #burma",cyberbullying,religion
So what? Why are American so xenophobic Hahahaha. Guys! I like the right wing. Don't become idiots. Try to win Muslims. You are gonna need them. Because trump will lose in 2020 if he continues making others his enemy.,cyberbullying,religion
@DailyLoud Damn bitch you live like dis,cyberbullying,gender/sexual
dumb cunt? since we're stooping that low i'm gonna say cunts like YOU are the reason i hate interacting with the targ stans in twitter. get the fuck out of my account &amp; go suck the dick of the characters you think are on the right side of history. https://t.co/2Lx9rcB5Rk,cyberbullying,ethnicity/race
@WhiteHouse Lord bless you and lord bless you love you bye bye bitch bitch bye love you lord lord president of church and church president of lord president church lord lord president lord bless bless you love you bye bye bitch bitch @UW love love bye bye 👋 you are doing good https://t.co/dpcSQNfGFW,cyberbullying,gender/sexual
I’m not sad no more bitch I got myself through that 😜,cyberbullying,gender/sexual
"@PatriotTownUSA @FuryPotat0 @FoxNews terrorism in the world. In fact the Muslim ban, targetted countries with no history of supporting terrorism, only being attacked by it. So your own belief eats its own tail.",cyberbullying,religion
Taking someone nigga is literally making the nigga choose between his main hoe and you ..and he did her and choose you as the new main chick .. you losers get tricked on and think that taking someone nigga no honey you just lucky and when the main hoe find out and shut it,cyberbullying,ethnicity/race
@FavoriteLoner Real nigga mentality,cyberbullying,ethnicity/race
@shitscressful_ Ayyee Idc how much money I get I can still the hoe in a bitch 🤣💃🏾,cyberbullying,gender/sexual
wow what a family person u r! sponsering terrorism in kashmir.Spreading propganda of pakistan for islamic terrorism.sitting on cozy lifestyle and tweeting and collecting money in name of Kashmir.,cyberbullying,religion
"@KraaiVlissingen @King_Pauloo @Rdffxv @3liXBT @EndWokeness we the muslims literally condemn isis. How many times do we see murders in the name of christ? THOUSANDS, but when we see a murder in the name of Allah ITS EVERYWHERE. The real difference is that christianity encourages it while islam condemns it.",cyberbullying,religion
First thing a nigga say when he try to talk to me is “I got my stepdaddy license” well revoke em bitch cause you’ll NEVER meet my kids 😭😭😭🤣‼️,cyberbullying,ethnicity/race
"I mean seriously gomata, Hindu Muslim in this tough times? What are you people man? I know a person with 75 IQ, and she can tell you're such an idiot @ShefVaidya . Kyu hamesha zeher ugalna hota hai",cyberbullying,religion
Wait a damn minute…Jensen you son of a bitch https://t.co/0VXukjo56I,cyberbullying,gender/sexual
"We on all platforms now, so next time you vibing with a bad bitch, a beautiful woman, whatever you prefer. Play that FIHTEEN so she can know you different",cyberbullying,gender/sexual
"@HiatusxHiatusss NAH BRO WTFFFF nigga calling it ""fashion clothing"" why you saving a child on yo phone??? these lolicons acting diff ☠️☠️",cyberbullying,ethnicity/race
@DrJordanBCooper My take exactly. The critiques coming from both the conservative side (its porn/blasphemy!) and the progressive (its rape!) seem a bit overblown.,cyberbullying,gender/sexual
@Colteastwood @Gazondaily Shut yo bitch ass up,cyberbullying,gender/sexual
@zh_ha89 Are you so stupid? Your prophet explicitly stated his sexism. http://t.co/xXfH93tC7x,cyberbullying,religion
@FightHaven @RaG3Fernandez  bitch got laid tf out. Keep your hands to yourself. I’m glad he popped her ass,cyberbullying,gender/sexual
For a start ghengis Khan conquered most of Asia. The Muslims did a bit too. You hate responses that don't fit your mindset. I don't see any examples from you either. There was a nasty white man called Adolf. And lots of other mostly white men stopped him. Idiot,cyberbullying,religion
"O, oh I’m that nigga that they don’t like",cyberbullying,ethnicity/race
"@_HSKY1805 nah at 25+ years old you should know better, bye bitch",cyberbullying,gender/sexual
@handymanbtsea Why this nigga breathing so goddamn hard like damn 💀💀😭,cyberbullying,ethnicity/race
Jon B really not a light skin Nigga lmao that’s fasho appropriation what did bro ever need a hairline for?,cyberbullying,ethnicity/race
"@KenPerry47 @DaveAtherton20 He shared it to show the blatant leftie double standards,if that was a Muslim faith statue book or place,there would be murder killing and condemnation from every news source,you cannot criticise islam or the Qur'an ever.",cyberbullying,religion
ik that bitch hurt but when I.N screamed at his cramp i couldn’t help but giggle😭,cyberbullying,gender/sexual
I worked in a Muslim funeral home and I can attest to this. You have no clue how many times we would have to intervene to save a Muslim from being given a Christian burial or being cremated due to them being the only revert in their family. https://t.co/r6QP5s1S1E,cyberbullying,religion
@lrecinos @jonjohnrobinson @FightHaven Just another racist black bitch looking to defend people his skin tone rather than calling something wrong WRONG! Shove it up your ass Jon Jon you stupid bitch.,cyberbullying,ethnicity/race
@politics_pussy @Smackattack1985 @TheLastDiety32 @p8stie ok bitch hips lol https://t.co/rj5yHsu17x,cyberbullying,gender/sexual
And on my end there’s a lot of oh wow that’s your nigga? Okayyyyy girl,cyberbullying,ethnicity/race
I got called ugly Bu and ugly bitch before that’s how I knew bitches was liars,cyberbullying,gender/sexual
"@Raptures_Delite Like bitch be a 4 for 4 bitch and qualify that as self care why do you need tuna crudo, scallops, four crafted cocktails and whatever else the wind blows on a random SATURDEE? Why 😭😂",cyberbullying,gender/sexual
@_Fabioso_ nigga I don’t know magic,cyberbullying,ethnicity/race
outta all the niggas I few at Jennings AR death was the only one I cared about it hurt me bad 😭😭😭,cyberbullying,ethnicity/race
I know are looking at my tweets you big bitch don’t Fw me I’ll kxII you,cyberbullying,gender/sexual
callin a female a bitch is the most disrespectful thing u can do,cyberbullying,gender/sexual
Yes I know my history and very proud to be an African American I don’t blame white people for racism I blame the government but don’t expect me to be kind or show respect to a racist or a racist apologist saying I don’t agree with you defending yourself,cyberbullying,ethnicity/race
U need a nigga dat you KNOW not gone 🏃🏾‍♂️ his 👄,cyberbullying,ethnicity/race
@ClassySavageMo @SamRobb955 @scubaryan_ @SaycheeseDGTL nigga you're literally cockwatching😭,cyberbullying,ethnicity/race
"I trust yvonne to shut everyone up in the party, the queen of Saturday night the odogwu herself❤️the only beauty that is unmatched no one has her energy,Saturday night party belongs to only her ,your one and only baddest bitch #Yvonne #partywithyvonne #BBTitans",cyberbullying,gender/sexual
